,title,start_time,end_time,exercise_title,exercise_notes,set_index,set_type,weight_kg,reps,duration_seconds,day,month,year,m-y
569,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Lateral Raise (Cable),,3,normal,5.0,12,,6,10,2023,10-2023
570,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Triceps Pushdown,,1,normal,40.0,12,,6,10,2023,10-2023
571,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Triceps Pushdown,,2,normal,40.0,12,,6,10,2023,10-2023
572,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Triceps Pushdown,,3,normal,40.0,12,,6,10,2023,10-2023
573,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Cable Overhead (Extensión De Triceps),,1,normal,15.0,12,,6,10,2023,10-2023
574,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Cable Overhead (Extensión De Triceps),,2,normal,15.0,12,,6,10,2023,10-2023
575,Pecho-tríceps,2023-10-06 11:47:00,2023-10-06 12:47:00,Cable Overhead (Extensión De Triceps),,3,normal,15.0,12,,6,10,2023,10-2023
576,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Up,,1,normal,,7,,5,10,2023,10-2023
577,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Up,,2,normal,,6,,5,10,2023,10-2023
578,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Up,,3,normal,,4,,5,10,2023,10-2023
579,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Inverted Row,,2,normal,,17,,5,10,2023,10-2023
580,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Inverted Row,,3,normal,,11,,5,10,2023,10-2023
581,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Lat Pulldown (Cable),,1,normal,50.0,11,,5,10,2023,10-2023
582,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Lat Pulldown (Cable),,2,normal,50.0,9,,5,10,2023,10-2023
583,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Lat Pulldown (Cable),,3,normal,45.0,10,,5,10,2023,10-2023
584,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Ups (Cable),,1,normal,50.0,12,,5,10,2023,10-2023
585,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Ups (Cable),,2,normal,50.0,12,,5,10,2023,10-2023
586,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Chin Ups (Cable),,3,normal,50.0,10,,5,10,2023,10-2023
587,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Seated Cable Row - Bar Grip,,1,normal,40.0,12,,5,10,2023,10-2023
588,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Seated Cable Row - Bar Grip,,2,normal,40.0,12,,5,10,2023,10-2023
589,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Seated Cable Row - Bar Grip,,3,normal,40.0,11,,5,10,2023,10-2023
590,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,EZ Bar Biceps Curl,,1,normal,13.0,12,,5,10,2023,10-2023
591,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,EZ Bar Biceps Curl,,2,normal,13.0,12,,5,10,2023,10-2023
592,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,EZ Bar Biceps Curl,,3,normal,13.0,12,,5,10,2023,10-2023
593,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Dumbbell Row,,1,normal,13.0,12,,5,10,2023,10-2023
594,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Dumbbell Row,,2,normal,13.0,12,,5,10,2023,10-2023
595,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Dumbbell Row,,3,normal,13.0,12,,5,10,2023,10-2023
596,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Face Pull,,1,normal,35.0,12,,5,10,2023,10-2023
597,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Face Pull,,2,normal,35.0,12,,5,10,2023,10-2023
598,Espalda-Bíceps,2023-10-05 11:14:00,2023-10-05 12:46:00,Face Pull,,3,normal,35.0,12,,5,10,2023,10-2023
599,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Bench Press (Barbell),,1,normal,51.8,12,,4,10,2023,10-2023
600,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Bench Press (Barbell),,2,normal,51.8,11,,4,10,2023,10-2023
601,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Bench Press (Barbell),,3,normal,51.8,6,,4,10,2023,10-2023
602,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Iso-Lateral Chest Press (Machine),,1,normal,36.8,12,,4,10,2023,10-2023
603,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Iso-Lateral Chest Press (Machine),,2,normal,36.8,12,,4,10,2023,10-2023
604,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Iso-Lateral Chest Press (Machine),,3,normal,36.8,10,,4,10,2023,10-2023
605,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Cable Fly Crossovers,,1,normal,15.0,12,,4,10,2023,10-2023
606,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Cable Fly Crossovers,,2,normal,15.0,12,,4,10,2023,10-2023
607,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Cable Fly Crossovers,,3,normal,15.0,12,,4,10,2023,10-2023
608,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Seated Dip Machine,,1,normal,55.0,12,,4,10,2023,10-2023
609,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Seated Dip Machine,,2,normal,55.0,12,,4,10,2023,10-2023
610,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Seated Dip Machine,,3,normal,55.0,11,,4,10,2023,10-2023
611,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Lateral Raise (Cable),,1,normal,10.0,10,,4,10,2023,10-2023
612,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Lateral Raise (Cable),,2,normal,10.0,10,,4,10,2023,10-2023
613,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Lateral Raise (Cable),,3,normal,10.0,10,,4,10,2023,10-2023
614,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Triceps Pushdown,,1,normal,40.0,12,,4,10,2023,10-2023
615,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Triceps Pushdown,,2,normal,40.0,12,,4,10,2023,10-2023
616,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Triceps Pushdown,,3,normal,40.0,12,,4,10,2023,10-2023
617,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Cable Overhead (Extensión De Triceps),,1,normal,15.0,12,,4,10,2023,10-2023
618,Pecho-tríceps,2023-10-04 10:58:00,2023-10-04 11:51:00,Cable Overhead (Extensión De Triceps),,2,normal,20.0,9,,4,10,2023,10-2023
619,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Up,,1,normal,,6,,3,10,2023,10-2023
620,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Up,,2,normal,,6,,3,10,2023,10-2023
621,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Up,,3,normal,,4,,3,10,2023,10-2023
622,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Inverted Row,"3/10 al fallo = 20
+40% = 28 en total
+50% = 30 en total+40% = 28 en total+50% = 30 en total",1,normal,,20,,3,10,2023,10-2023
623,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Lat Pulldown (Cable),,1,normal,50.0,12,,3,10,2023,10-2023
624,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Lat Pulldown (Cable),,2,normal,50.0,10,,3,10,2023,10-2023
625,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Lat Pulldown (Cable),,3,normal,45.0,12,,3,10,2023,10-2023
626,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Ups (Cable),,1,normal,50.0,12,,3,10,2023,10-2023
627,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Ups (Cable),,2,normal,50.0,12,,3,10,2023,10-2023
628,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Chin Ups (Cable),,3,normal,50.0,8,,3,10,2023,10-2023
629,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,EZ Bar Biceps Curl,,1,normal,13.0,12,,3,10,2023,10-2023
630,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,EZ Bar Biceps Curl,,2,normal,13.0,12,,3,10,2023,10-2023
631,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,EZ Bar Biceps Curl,,3,normal,13.0,10,,3,10,2023,10-2023
632,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Dumbbell Row,,1,normal,13.0,12,,3,10,2023,10-2023
633,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Dumbbell Row,,2,normal,13.0,12,,3,10,2023,10-2023
634,Espalda-Bíceps,2023-10-03 11:05:00,2023-10-03 12:05:00,Dumbbell Row,,3,normal,13.0,12,,3,10,2023,10-2023
635,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Up,,1,normal,,6,,29,9,2023,09-2023
636,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Up,,2,normal,,5,,29,9,2023,09-2023
637,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Up,,3,normal,,2,,29,9,2023,09-2023
638,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Inverted Row,,1,normal,,15,,29,9,2023,09-2023
639,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Inverted Row,,2,normal,,9,,29,9,2023,09-2023
640,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Lat Pulldown (Cable),,1,normal,50.0,11,,29,9,2023,09-2023
641,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Lat Pulldown (Cable),,2,normal,45.0,12,,29,9,2023,09-2023
642,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Lat Pulldown (Cable),,3,normal,45.0,12,,29,9,2023,09-2023
643,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Ups (Cable),,1,normal,50.0,12,,29,9,2023,09-2023
644,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Ups (Cable),,2,normal,50.0,8,,29,9,2023,09-2023
645,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Chin Ups (Cable),,3,normal,45.0,12,,29,9,2023,09-2023
646,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Seated Cable Row - Bar Grip,,1,normal,35.0,12,,29,9,2023,09-2023
647,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Seated Cable Row - Bar Grip,,2,normal,35.0,12,,29,9,2023,09-2023
648,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Seated Cable Row - Bar Grip,,3,normal,40.0,11,,29,9,2023,09-2023
649,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,EZ Bar Biceps Curl,,1,normal,13.0,12,,29,9,2023,09-2023
650,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,EZ Bar Biceps Curl,,2,normal,13.0,10,,29,9,2023,09-2023
651,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,EZ Bar Biceps Curl,,3,normal,12.0,10,,29,9,2023,09-2023
652,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Dumbbell Row,,1,normal,12.0,12,,29,9,2023,09-2023
653,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Dumbbell Row,,2,normal,12.0,12,,29,9,2023,09-2023
654,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Dumbbell Row,,3,normal,12.0,12,,29,9,2023,09-2023
655,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Hammer Curl (Dumbbell),,1,normal,7.0,9,,29,9,2023,09-2023
656,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Hammer Curl (Dumbbell),,2,normal,7.0,6,,29,9,2023,09-2023
657,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Shrug (Dumbbell),,1,normal,12.0,12,,29,9,2023,09-2023
658,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Shrug (Dumbbell),,2,normal,12.0,12,,29,9,2023,09-2023
659,Espalda-Bíceps,2023-09-29 11:05:00,2023-09-29 12:25:00,Shrug (Dumbbell),,3,normal,12.0,12,,29,9,2023,09-2023
660,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Bench Press (Barbell),,1,normal,51.8,12,,28,9,2023,09-2023
661,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Bench Press (Barbell),,2,normal,51.8,11,,28,9,2023,09-2023
662,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Bench Press (Barbell),,3,normal,51.8,8,,28,9,2023,09-2023
663,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Iso-Lateral Chest Press (Machine),,1,normal,31.8,12,,28,9,2023,09-2023
664,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Iso-Lateral Chest Press (Machine),,2,normal,34.3,11,,28,9,2023,09-2023
665,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Iso-Lateral Chest Press (Machine),,3,normal,34.3,10,,28,9,2023,09-2023
666,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Fly Crossovers,,1,normal,15.0,12,,28,9,2023,09-2023
667,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Fly Crossovers,,2,normal,15.0,12,,28,9,2023,09-2023
668,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Fly Crossovers,,3,normal,15.0,12,,28,9,2023,09-2023
669,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Dip Machine,,1,normal,50.0,12,,28,9,2023,09-2023
670,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Dip Machine,,2,normal,55.0,12,,28,9,2023,09-2023
671,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Dip Machine,,3,normal,55.0,10,,28,9,2023,09-2023
672,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Shoulder Press (Machine),,1,normal,35.0,12,,28,9,2023,09-2023
673,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Shoulder Press (Machine),,2,normal,35.0,11,,28,9,2023,09-2023
674,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Seated Shoulder Press (Machine),,3,normal,35.0,12,,28,9,2023,09-2023
675,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Lateral Raise (Cable),,1,normal,5.0,12,,28,9,2023,09-2023
676,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Lateral Raise (Cable),,2,normal,10.0,10,,28,9,2023,09-2023
677,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Lateral Raise (Cable),,3,normal,10.0,10,,28,9,2023,09-2023
678,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Triceps Pushdown,,1,normal,40.0,12,,28,9,2023,09-2023
679,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Triceps Pushdown,,2,normal,40.0,12,,28,9,2023,09-2023
680,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Triceps Pushdown,,3,normal,40.0,12,,28,9,2023,09-2023
681,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Overhead (Extensión De Triceps),,1,normal,15.0,12,,28,9,2023,09-2023
682,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Overhead (Extensión De Triceps),,2,normal,15.0,12,,28,9,2023,09-2023
683,Pecho-tríceps,2023-09-28 11:20:00,2023-09-28 12:55:00,Cable Overhead (Extensión De Triceps),,3,normal,20.0,11,,28,9,2023,09-2023
684,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Chin Up,,1,normal,,5,,26,9,2023,09-2023
685,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Chin Up,,2,normal,,4,,26,9,2023,09-2023
686,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Inverted Row,,1,normal,,16,,26,9,2023,09-2023
687,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Chin Ups (Cable),,1,normal,50.0,7,,26,9,2023,09-2023
688,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Chin Ups (Cable),,2,normal,45.0,12,,26,9,2023,09-2023
689,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Chin Ups (Cable),,3,normal,45.0,12,,26,9,2023,09-2023
690,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Lat Pulldown (Cable),,1,normal,50.0,11,,26,9,2023,09-2023
691,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Lat Pulldown (Cable),,2,normal,50.0,8,,26,9,2023,09-2023
692,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Lat Pulldown (Cable),,3,normal,45.0,11,,26,9,2023,09-2023
693,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Seated Cable Row - Bar Grip,,1,normal,35.0,12,,26,9,2023,09-2023
694,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Seated Cable Row - Bar Grip,,2,normal,35.0,12,,26,9,2023,09-2023
695,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Seated Cable Row - Bar Grip,,3,normal,35.0,12,,26,9,2023,09-2023
696,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Dumbbell Row,,1,normal,12.0,12,,26,9,2023,09-2023
697,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Dumbbell Row,,2,normal,12.0,12,,26,9,2023,09-2023
698,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Dumbbell Row,,3,normal,12.0,12,,26,9,2023,09-2023
699,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Shrug (Dumbbell),,1,normal,12.0,12,,26,9,2023,09-2023
700,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Shrug (Dumbbell),,2,normal,12.0,12,,26,9,2023,09-2023
701,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Shrug (Dumbbell),,3,normal,12.0,12,,26,9,2023,09-2023
702,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Face Pull,,1,normal,35.0,12,,26,9,2023,09-2023
703,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Face Pull,,2,normal,35.0,12,,26,9,2023,09-2023
704,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,Face Pull,,3,normal,30.0,12,,26,9,2023,09-2023
705,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,EZ Bar Biceps Curl,Barra = 8kg,1,normal,13.0,12,,26,9,2023,09-2023
706,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,EZ Bar Biceps Curl,Barra = 8kg,2,normal,13.0,9,,26,9,2023,09-2023
707,Espalda-Bíceps,2023-09-26 11:32:00,2023-09-26 12:55:00,EZ Bar Biceps Curl,Barra = 8kg,3,normal,8.0,15,,26,9,2023,09-2023
708,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Bench Press (Barbell),,1,normal,51.8,12,,25,9,2023,09-2023
709,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Bench Press (Barbell),,2,normal,51.8,12,,25,9,2023,09-2023
710,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Bench Press (Barbell),,3,normal,51.8,9,,25,9,2023,09-2023
711,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Iso-Lateral Chest Press (Machine),,1,normal,31.8,12,,25,9,2023,09-2023
712,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Iso-Lateral Chest Press (Machine),,2,normal,34.3,11,,25,9,2023,09-2023
713,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Iso-Lateral Chest Press (Machine),,3,normal,34.3,10,,25,9,2023,09-2023
714,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Fly Crossovers,,1,normal,15.0,12,,25,9,2023,09-2023
715,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Fly Crossovers,,2,normal,15.0,12,,25,9,2023,09-2023
716,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Fly Crossovers,,3,normal,15.0,12,,25,9,2023,09-2023
717,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Seated Dip Machine,,1,normal,50.0,12,,25,9,2023,09-2023
718,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Seated Dip Machine,,2,normal,55.0,12,,25,9,2023,09-2023
719,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Seated Dip Machine,,3,normal,55.0,10,,25,9,2023,09-2023
720,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Lateral Raise (Cable),,1,normal,7.0,12,,25,9,2023,09-2023
721,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Lateral Raise (Cable),,2,normal,7.0,12,,25,9,2023,09-2023
722,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Lateral Raise (Cable),,3,normal,7.0,12,,25,9,2023,09-2023
723,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Triceps Pushdown,,1,normal,40.0,12,,25,9,2023,09-2023
724,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Triceps Pushdown,,2,normal,40.0,12,,25,9,2023,09-2023
725,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Triceps Pushdown,,3,normal,40.0,10,,25,9,2023,09-2023
726,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Overhead (Extensión De Triceps),,1,normal,15.0,12,,25,9,2023,09-2023
727,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Overhead (Extensión De Triceps),,2,normal,15.0,12,,25,9,2023,09-2023
728,Pecho-tríceps,2023-09-25 11:35:00,2023-09-25 12:36:00,Cable Overhead (Extensión De Triceps),,3,normal,15.0,10,,25,9,2023,09-2023
729,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Hack Squat (Machine),31.8 = 2 de 15.940.8 = 31.8 + 2 de 4.5 kg,1,normal,31.8,12,,22,9,2023,09-2023
730,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Hack Squat (Machine),31.8 = 2 de 15.940.8 = 31.8 + 2 de 4.5 kg,2,normal,40.8,12,,22,9,2023,09-2023
731,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Hack Squat (Machine),31.8 = 2 de 15.940.8 = 31.8 + 2 de 4.5 kg,3,normal,40.8,12,,22,9,2023,09-2023
732,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Leg Extension (Machine),,1,normal,20.0,12,,22,9,2023,09-2023
733,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Leg Extension (Machine),,2,normal,20.0,12,,22,9,2023,09-2023
734,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Leg Extension (Machine),,3,normal,20.0,12,,22,9,2023,09-2023
735,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Reverse Hyperextension,,1,normal,30.0,12,,22,9,2023,09-2023
736,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Reverse Hyperextension,,2,normal,35.0,14,,22,9,2023,09-2023
737,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Reverse Hyperextension,,3,normal,35.0,12,,22,9,2023,09-2023
738,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Standing Calf Raise (Machine),,1,normal,60.0,12,,22,9,2023,09-2023
739,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Standing Calf Raise (Machine),,2,normal,65.0,12,,22,9,2023,09-2023
740,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Standing Calf Raise (Machine),,3,normal,65.0,12,,22,9,2023,09-2023
741,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Standing Cable Glute Kickbacks,,1,normal,15.0,12,,22,9,2023,09-2023
742,Piernas,2023-09-22 11:35:00,2023-09-22 13:15:00,Standing Cable Glute Kickbacks,,2,normal,15.0,12,,22,9,2023,09-2023
743,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Bench Press (Barbell),,1,normal,50.0,12,,21,9,2023,09-2023
744,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Bench Press (Barbell),,2,normal,50.0,12,,21,9,2023,09-2023
745,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Bench Press (Barbell),,3,normal,50.0,10,,21,9,2023,09-2023
746,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Iso-Lateral Chest Press (Machine),,1,normal,31.8,12,,21,9,2023,09-2023
747,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Iso-Lateral Chest Press (Machine),,2,normal,31.8,12,,21,9,2023,09-2023
748,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Iso-Lateral Chest Press (Machine),,3,normal,31.8,12,,21,9,2023,09-2023
749,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Cable Fly Crossovers,,1,normal,15.0,12,,21,9,2023,09-2023
750,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Cable Fly Crossovers,,2,normal,15.0,12,,21,9,2023,09-2023
751,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Cable Fly Crossovers,,3,normal,15.0,12,,21,9,2023,09-2023
752,Pecho-tríceps,2023-09-21 11:46:00,2023-09-21 13:16:00,Seated Dip Machine,,1,normal,50.0,12,,21,9,2023,09-2023
