title;start_time;end_time;description;exercise_title;exercise_notes;set_index;set_type;weight_kg;reps;distance_km;duration_seconds;rpe
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Chin Ups (Cable);;2;normal;55;11;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;EZ Bar Biceps Curl;;1;normal;18;10;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;EZ Bar Biceps Curl;;2;normal;18;10;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Iso-Lateral Row (Machine);;0;normal;15.9;8;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Iso-Lateral Row (Machine);;1;normal;13.8;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Iso-Lateral Row (Machine);;2;normal;13.8;11;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Shrug (Dumbbell);;0;normal;13;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Shrug (Dumbbell);;1;normal;13;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Shrug (Dumbbell);;2;normal;13;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Face Pull;;0;normal;40;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Face Pull;;1;normal;40;12;;;
Espalda-Bíceps;9 Nov 2023, 11:41;9 Nov 2023, 13:18;;Face Pull;;2;normal;40;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Hack Squat (Machine);45,2 = 22,6kg cada lado = 2 x 11,3kg cada lado;0;normal;45.2;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Hack Squat (Machine);45,2 = 22,6kg cada lado = 2 x 11,3kg cada lado;1;normal;45.2;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Hack Squat (Machine);45,2 = 22,6kg cada lado = 2 x 11,3kg cada lado;2;normal;45.2;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Leg Extension (Machine);;0;normal;25;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Leg Extension (Machine);;1;normal;25;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Leg Extension (Machine);;2;normal;25;11;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Lying Leg Curl (Machine);;0;normal;35;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Lying Leg Curl (Machine);;1;normal;40;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Lying Leg Curl (Machine);;2;normal;40;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Standing Calf Raise (Machine);;0;normal;70;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Standing Calf Raise (Machine);;1;normal;70;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Standing Calf Raise (Machine);;2;normal;75;12;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Knee Raise Parallel Bars;;0;normal;;25;;;
Piernas;8 Nov 2023, 11:22;8 Nov 2023, 12:52;;Knee Raise Parallel Bars;;1;normal;;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Bench Press (Barbell);;0;normal;56.8;11;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Bench Press (Barbell);;1;normal;56.8;10;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Bench Press (Barbell);;2;normal;56.8;9;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Dip Machine;;0;normal;60;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Dip Machine;;1;normal;60;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Dip Machine;;2;normal;60;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Shoulder Press (Machine);;1;normal;40;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Seated Shoulder Press (Machine);;2;normal;40;10;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Lateral Raise (Cable);;1;normal;10;11;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Triceps Pushdown;;0;normal;45;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Triceps Pushdown;;1;normal;50;10;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Triceps Pushdown;;2;normal;50;9;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Overhead (Extensión De Triceps);;0;normal;20;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Overhead (Extensión De Triceps);;1;normal;20;12;;;
Pecho-tríceps;7 Nov 2023, 11:27;7 Nov 2023, 12:56;;Cable Overhead (Extensión De Triceps);;2;normal;20;10;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Pull Up;;0;normal;;7;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Pull Up;;1;normal;;6;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Pull Up;;2;normal;;5;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Up;;0;normal;;8;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Up;;2;normal;;5;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Lat Pulldown (Cable);;2;normal;50;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Ups (Cable);;0;normal;60;10;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Ups (Cable);;1;normal;60;8;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Chin Ups (Cable);;2;normal;55;11;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;EZ Bar Biceps Curl;;1;normal;18;10;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;EZ Bar Biceps Curl;;2;normal;18;10;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Shrug (Dumbbell);;0;normal;13;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Shrug (Dumbbell);;1;normal;13;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Shrug (Dumbbell);;2;normal;13;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Face Pull;;0;normal;40;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Face Pull;;1;normal;40;12;;;
Espalda-Bíceps;6 Nov 2023, 10:57;6 Nov 2023, 12:47;;Face Pull;;2;normal;40;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Bench Press (Barbell);;0;normal;56.8;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Bench Press (Barbell);;1;normal;56.8;11;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Bench Press (Barbell);;2;normal;56.8;9;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;10;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Dip Machine;;0;normal;60;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Dip Machine;;1;normal;60;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Dip Machine;;2;normal;60;10;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Shoulder Press (Machine);;1;normal;40;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Seated Shoulder Press (Machine);;2;normal;40;10;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Lateral Raise (Cable);;1;normal;10;10;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Triceps Pushdown;;0;normal;45;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Triceps Pushdown;;1;normal;45;12;;;
Pecho-tríceps;3 Nov 2023, 11:39;3 Nov 2023, 12:59;;Triceps Pushdown;;2;normal;45;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Pull Up;;0;normal;;6;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Pull Up;;1;normal;;5;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Pull Up;;2;normal;;4;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Up;;2;normal;;4;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Lat Pulldown (Cable);;2;normal;50;11;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Ups (Cable);;0;normal;55;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Ups (Cable);;1;normal;55;11;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Chin Ups (Cable);;2;normal;55;11;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;EZ Bar Biceps Curl;;1;normal;18;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;EZ Bar Biceps Curl;;2;normal;18;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Iso-Lateral Row (Machine);;0;normal;15.9;7;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Iso-Lateral Row (Machine);;1;normal;13.8;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Iso-Lateral Row (Machine);;2;normal;13.8;11;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Shrug (Dumbbell);;0;normal;13;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Shrug (Dumbbell);;1;normal;13;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Shrug (Dumbbell);;2;normal;13;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;30 Oct 2023, 10:53;30 Oct 2023, 12:23;;Face Pull;;2;normal;35;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Bench Press (Barbell);;0;normal;56.8;11;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Bench Press (Barbell);;1;normal;56.8;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Bench Press (Barbell);;2;normal;56.8;9;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Cable Fly Crossovers;;0;normal;20;8;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Cable Fly Crossovers;;2;normal;15;8;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Dip Machine;;0;normal;60;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Dip Machine;;1;normal;60;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Dip Machine;;2;normal;65;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Shoulder Press (Machine);;1;normal;40;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Seated Shoulder Press (Machine);;2;normal;40;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Lateral Raise (Cable);;1;normal;10;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Lateral Raise (Cable);;2;normal;10;12;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Triceps Pushdown;;0;normal;50;8;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Triceps Pushdown;;1;normal;45;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Triceps Pushdown;;2;normal;45;10;;;
Pecho-tríceps;27 Oct 2023, 11:15;27 Oct 2023, 12:48;;Treadmill;;0;normal;;;;900;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Pull Up;;0;normal;;5;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Pull Up;;1;normal;;4;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Pull Up;;2;normal;;4;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Up;;2;normal;;4;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Inverted Row;;1;normal;;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Inverted Row;;2;normal;;11;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Inverted Row;;3;normal;;10;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Inverted Row;;4;normal;;20;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Inverted Row;;5;normal;;10;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Lat Pulldown (Cable);;2;normal;50;11;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Ups (Cable);;0;normal;55;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Ups (Cable);;1;normal;55;11;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Chin Ups (Cable);;2;normal;55;9;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;EZ Bar Biceps Curl;;1;normal;18;10;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;EZ Bar Biceps Curl;;2;normal;18;9;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Iso-Lateral Row (Machine);;0;normal;13.8;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Iso-Lateral Row (Machine);;1;normal;13.8;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Iso-Lateral Row (Machine);;2;normal;13.8;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Shrug (Dumbbell);;0;normal;13;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Shrug (Dumbbell);;1;normal;13;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Shrug (Dumbbell);;2;normal;13;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;26 Oct 2023, 10:46;26 Oct 2023, 12:29;;Face Pull;;2;normal;35;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Bench Press (Barbell);;0;normal;56.8;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Bench Press (Barbell);;1;normal;56.8;9;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Bench Press (Barbell);;2;normal;56.8;8;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Dip Machine;;0;normal;60;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Dip Machine;;1;normal;60;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Dip Machine;;2;normal;60;9;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Shoulder Press (Machine);;1;normal;40;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Seated Shoulder Press (Machine);;2;normal;40;8;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Lateral Raise (Cable);;1;normal;10;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Triceps Pushdown;;0;normal;45;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Triceps Pushdown;;1;normal;50;9;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Triceps Pushdown;;2;normal;45;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Overhead (Extensión De Triceps);;0;normal;20;12;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Overhead (Extensión De Triceps);;1;normal;20;10;;;
Pecho-tríceps;25 Oct 2023, 11:41;25 Oct 2023, 12:59;;Cable Overhead (Extensión De Triceps);;2;normal;20;9;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Pull Up;;0;normal;;5;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Pull Up;;1;normal;;4;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Pull Up;;2;normal;;3;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Up;;2;normal;;4;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Lat Pulldown (Cable);;2;normal;50;11;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Ups (Cable);;0;normal;55;10;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Ups (Cable);;1;normal;55;9;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Chin Ups (Cable);;2;normal;55;8;;;
