title;start_time;end_time;description;exercise_title;exercise_notes;set_index;set_type;weight_kg;reps;distance_km;duration_seconds;rpe
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;EZ Bar Biceps Curl;;1;normal;18;8;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;EZ Bar Biceps Curl;;2;normal;18;8;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Dumbbell Row;;0;normal;12;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Dumbbell Row;;1;normal;12;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Dumbbell Row;;2;normal;12;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;23 Oct 2023, 11:26;23 Oct 2023, 12:44;;Face Pull;;2;normal;35;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Pull Up;;0;normal;;4;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Pull Up;;1;normal;;4;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Pull Up;;2;normal;;2;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Up;;2;normal;;3;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Lat Pulldown (Cable);;2;normal;50;10;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Ups (Cable);;0;normal;55;10;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Ups (Cable);;1;normal;55;9;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Chin Ups (Cable);;2;normal;55;8;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;EZ Bar Biceps Curl;;1;normal;18;8;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;EZ Bar Biceps Curl;;2;normal;18;8;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Dumbbell Row;;0;normal;12;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Dumbbell Row;;1;normal;12;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Dumbbell Row;;2;normal;12;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;20 Oct 2023, 12:12;20 Oct 2023, 13:19;;Face Pull;;2;normal;35;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Bench Press (Barbell);;0;normal;56.8;10;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Bench Press (Barbell);;1;normal;56.8;9;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Bench Press (Barbell);;2;normal;56.8;7;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Dip Machine;;0;normal;60;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Dip Machine;;1;normal;60;11;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Dip Machine;;2;normal;60;9;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Shoulder Press (Machine);;1;normal;40;10;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Seated Shoulder Press (Machine);;2;normal;40;8;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Lateral Raise (Cable);;1;normal;10;10;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Triceps Pushdown;;1;normal;45;11;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Triceps Pushdown;;2;normal;45;9;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Overhead (Extensión De Triceps);;0;normal;20;12;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Overhead (Extensión De Triceps);;1;normal;20;10;;;
Pecho-tríceps;19 Oct 2023, 11:52;19 Oct 2023, 13:07;;Cable Overhead (Extensión De Triceps);;2;normal;20;9;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Up;;0;normal;;7;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Up;;1;normal;;6;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Up;;2;normal;;5;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Negative Pull Up;;0;normal;;4;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Inverted Row;;0;normal;;20;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Lat Pulldown (Cable);;2;normal;50;10;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Ups (Cable);;0;normal;55;10;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Ups (Cable);;1;normal;55;9;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Chin Ups (Cable);;2;normal;55;8;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Pull Up;;0;normal;;2;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Pull Up;;1;normal;;2;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;EZ Bar Biceps Curl;;0;normal;18;12;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;EZ Bar Biceps Curl;;1;normal;18;8;;;
Espalda-Bíceps;17 Oct 2023, 11:46;17 Oct 2023, 12:49;;EZ Bar Biceps Curl;;2;normal;18;5;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Bench Press (Barbell);;0;normal;56.8;9;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Bench Press (Barbell);;1;normal;56.8;10;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Bench Press (Barbell);;2;normal;56.8;8;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Dip Machine;;0;normal;55;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Dip Machine;;1;normal;60;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Dip Machine;;2;normal;60;10;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Shoulder Press (Machine);;0;normal;40;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Shoulder Press (Machine);;1;normal;40;10;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Seated Shoulder Press (Machine);;2;normal;40;8;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Lateral Raise (Cable);;1;normal;10;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;10 Oct 2023, 11:10;10 Oct 2023, 12:37;;Triceps Pushdown;;2;normal;40;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Up;;0;normal;;8;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Up;;1;normal;;6;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Up;;2;normal;;5;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Inverted Row;;1;normal;;17;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Inverted Row;;2;normal;;11;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Inverted Row;;3;normal;;20;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Inverted Row;;4;normal;;10;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Lat Pulldown (Cable);;1;normal;50;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Lat Pulldown (Cable);;2;normal;50;10;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Ups (Cable);;0;normal;55;11;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Ups (Cable);;1;normal;55;9;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Chin Ups (Cable);;2;normal;55;8;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;EZ Bar Biceps Curl;;0;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;EZ Bar Biceps Curl;;1;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;EZ Bar Biceps Curl;;2;normal;16;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Dumbbell Row;;0;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Dumbbell Row;;1;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Dumbbell Row;;2;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Shrug (Dumbbell);;0;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Shrug (Dumbbell);;1;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Shrug (Dumbbell);;2;normal;13;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;9 Oct 2023, 11:13;9 Oct 2023, 12:44;;Face Pull;;2;normal;35;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Bench Press (Barbell);;0;normal;54.3;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Bench Press (Barbell);;1;normal;54.3;10;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Bench Press (Barbell);;2;normal;54.3;9;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;9;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;8;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Dip Machine;;0;normal;55;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Dip Machine;;1;normal;55;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Dip Machine;;2;normal;55;11;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Shoulder Press (Machine);;0;normal;35;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Shoulder Press (Machine);;1;normal;35;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Seated Shoulder Press (Machine);;2;normal;35;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Lateral Raise (Cable);;0;normal;10;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Lateral Raise (Cable);;1;normal;10;10;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Lateral Raise (Cable);;2;normal;5;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Triceps Pushdown;;2;normal;40;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Overhead (Extensión De Triceps);;0;normal;15;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Overhead (Extensión De Triceps);;1;normal;15;12;;;
Pecho-tríceps;6 Oct 2023, 11:47;6 Oct 2023, 12:47;;Cable Overhead (Extensión De Triceps);;2;normal;15;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Up;;0;normal;;7;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Up;;1;normal;;6;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Up;;2;normal;;4;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Inverted Row;;1;normal;;17;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Inverted Row;;2;normal;;11;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Lat Pulldown (Cable);;0;normal;50;11;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Lat Pulldown (Cable);;1;normal;50;9;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Lat Pulldown (Cable);;2;normal;45;10;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Ups (Cable);;0;normal;50;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Ups (Cable);;1;normal;50;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Chin Ups (Cable);;2;normal;50;10;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Seated Cable Row - Bar Grip;;2;normal;40;11;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;EZ Bar Biceps Curl;;0;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;EZ Bar Biceps Curl;;1;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;EZ Bar Biceps Curl;;2;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Dumbbell Row;;0;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Dumbbell Row;;1;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Dumbbell Row;;2;normal;13;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Face Pull;;0;normal;35;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Face Pull;;1;normal;35;12;;;
Espalda-Bíceps;5 Oct 2023, 11:14;5 Oct 2023, 12:46;;Face Pull;;2;normal;35;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Bench Press (Barbell);;0;normal;51.8;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Bench Press (Barbell);;1;normal;51.8;11;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Bench Press (Barbell);;2;normal;51.8;6;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Iso-Lateral Chest Press (Machine);;0;normal;36.8;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Iso-Lateral Chest Press (Machine);;1;normal;36.8;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;10;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Seated Dip Machine;;0;normal;55;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Seated Dip Machine;;1;normal;55;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Seated Dip Machine;;2;normal;55;11;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Lateral Raise (Cable);;0;normal;10;10;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Lateral Raise (Cable);;1;normal;10;10;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Lateral Raise (Cable);;2;normal;10;10;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Triceps Pushdown;;2;normal;40;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Cable Overhead (Extensión De Triceps);;0;normal;15;12;;;
Pecho-tríceps;4 Oct 2023, 10:58;4 Oct 2023, 11:51;;Cable Overhead (Extensión De Triceps);;1;normal;20;9;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Up;;1;normal;;6;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Up;;2;normal;;4;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Inverted Row;"3/10 al fallo = 20
+40% = 28 en total
+50% = 30 en total";;;;;;;
+40% = 28 en total;;;;;;;;;;;;
"+50% = 30 en total""";0;normal;;20;;;;;;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Lat Pulldown (Cable);;0;normal;50;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Lat Pulldown (Cable);;1;normal;50;10;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Lat Pulldown (Cable);;2;normal;45;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Ups (Cable);;0;normal;50;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Ups (Cable);;1;normal;50;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Chin Ups (Cable);;2;normal;50;8;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;EZ Bar Biceps Curl;;0;normal;13;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;EZ Bar Biceps Curl;;1;normal;13;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;EZ Bar Biceps Curl;;2;normal;13;10;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Dumbbell Row;;0;normal;13;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Dumbbell Row;;1;normal;13;12;;;
Espalda-Bíceps;3 Oct 2023, 11:05;3 Oct 2023, 12:05;;Dumbbell Row;;2;normal;13;12;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Up;;0;normal;;6;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Up;;1;normal;;5;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Chin Up;;2;normal;;2;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Inverted Row;;0;normal;;15;;;
Espalda-Bíceps;29 Sep 2023, 11:05;29 Sep 2023, 12:25;;Inverted Row;;1;normal;;9;;;
